pdb	scenario	struct	model_flexref	fnat_flex	model_rigidbody	fnat_rigid	fnat_diff
8h3yE	twohit	u	flexref_134.pdb	0.860	rigidbody_484.pdb	0.760	0.100
8h3yE	twohit	u	flexref_3.pdb	0.800	rigidbody_558.pdb	0.740	0.060
8h3yE	twohit	u	flexref_75.pdb	0.840	rigidbody_345.pdb	0.720	0.120
8h3yE	twohit	u	flexref_160.pdb	0.840	rigidbody_596.pdb	0.760	0.080
8h3yE	twohit	u	flexref_81.pdb	0.800	rigidbody_444.pdb	0.760	0.040
8h3yE	twohit	u	flexref_130.pdb	0.800	rigidbody_474.pdb	0.760	0.040
8h3yE	twohit	u	flexref_172.pdb	0.820	rigidbody_506.pdb	0.760	0.060
8h3yE	twohit	u	flexref_83.pdb	0.860	rigidbody_425.pdb	0.740	0.120
8h3yE	twohit	u	flexref_79.pdb	0.800	rigidbody_453.pdb	0.760	0.040
8h3yE	twohit	u	flexref_74.pdb	0.820	rigidbody_599.pdb	0.740	0.080
8h3yE	twohit	u	flexref_39.pdb	0.780	rigidbody_613.pdb	0.740	0.040
8h3yE	twohit	u	flexref_92.pdb	0.840	rigidbody_414.pdb	0.760	0.080
8h3yE	twohit	u	flexref_36.pdb	0.840	rigidbody_368.pdb	0.760	0.080
8h3yE	twohit	u	flexref_21.pdb	0.880	rigidbody_456.pdb	0.740	0.140
8h3yE	twohit	u	flexref_43.pdb	0.840	rigidbody_459.pdb	0.760	0.080
8h3yE	twohit	u	flexref_53.pdb	0.860	rigidbody_439.pdb	0.760	0.100
8h3yE	twohit	u	flexref_65.pdb	0.740	rigidbody_610.pdb	0.740	0.000
8h3yE	twohit	u	flexref_15.pdb	0.780	rigidbody_529.pdb	0.740	0.040
8h3yE	twohit	u	flexref_71.pdb	0.840	rigidbody_530.pdb	0.720	0.120
8h3yE	twohit	u	flexref_72.pdb	0.820	rigidbody_660.pdb	0.760	0.060
8h3yE	twohit	u	flexref_1.pdb	0.760	rigidbody_405.pdb	0.740	0.020
8h3yE	twohit	u	flexref_123.pdb	0.780	rigidbody_605.pdb	0.720	0.060
8h3yE	twohit	u	flexref_26.pdb	0.760	rigidbody_519.pdb	0.740	0.020
8h3yE	twohit	u	flexref_14.pdb	0.740	rigidbody_371.pdb	0.740	0.000
8h3yE	twohit	u	flexref_67.pdb	0.820	rigidbody_409.pdb	0.760	0.060
8h3yE	twohit	u	flexref_176.pdb	0.820	rigidbody_564.pdb	0.760	0.060
8h3yE	twohit	u	flexref_91.pdb	0.800	rigidbody_607.pdb	0.740	0.060
8h3yE	twohit	u	flexref_93.pdb	0.820	rigidbody_358.pdb	0.720	0.100
8h3yE	twohit	u	flexref_99.pdb	0.800	rigidbody_338.pdb	0.740	0.060
8h3yE	twohit	u	flexref_89.pdb	0.840	rigidbody_418.pdb	0.740	0.100
8h3yE	twohit	u	flexref_101.pdb	0.800	rigidbody_621.pdb	0.760	0.040
8h3yE	twohit	u	flexref_34.pdb	0.780	rigidbody_415.pdb	0.720	0.060
8h3yE	twohit	u	flexref_141.pdb	0.840	rigidbody_382.pdb	0.740	0.100
8h3yE	twohit	u	flexref_143.pdb	0.840	rigidbody_455.pdb	0.760	0.080
8h3yE	twohit	u	flexref_133.pdb	0.780	rigidbody_627.pdb	0.760	0.020
8h3yE	twohit	u	flexref_142.pdb	0.860	rigidbody_614.pdb	0.760	0.100
8h3yE	twohit	u	flexref_59.pdb	0.800	rigidbody_363.pdb	0.760	0.040
8h3yE	twohit	u	flexref_87.pdb	0.860	rigidbody_388.pdb	0.740	0.120
8h3yE	twohit	u	flexref_20.pdb	0.820	rigidbody_551.pdb	0.760	0.060
8h3yE	twohit	u	flexref_50.pdb	0.820	rigidbody_392.pdb	0.740	0.080
8h3yE	twohit	u	flexref_28.pdb	0.800	rigidbody_592.pdb	0.740	0.060
8h3yE	twohit	u	flexref_56.pdb	0.860	rigidbody_475.pdb	0.740	0.120
8h3yE	twohit	u	flexref_64.pdb	0.800	rigidbody_361.pdb	0.740	0.060
8h3yE	twohit	u	flexref_104.pdb	0.880	rigidbody_649.pdb	0.760	0.120
8h3yE	twohit	u	flexref_61.pdb	0.800	rigidbody_644.pdb	0.720	0.080
8h3yE	twohit	u	flexref_175.pdb	0.860	rigidbody_531.pdb	0.760	0.100
8h3yE	twohit	u	flexref_154.pdb	0.820	rigidbody_523.pdb	0.760	0.060
8h3yE	twohit	u	flexref_110.pdb	0.860	rigidbody_657.pdb	0.720	0.140
8h3yE	twohit	u	flexref_94.pdb	0.820	rigidbody_499.pdb	0.760	0.060
8h3yE	twohit	u	flexref_138.pdb	0.860	rigidbody_437.pdb	0.760	0.100
8h3yE	twohit	u	flexref_69.pdb	0.820	rigidbody_365.pdb	0.720	0.100
8h3yE	twohit	u	flexref_158.pdb	0.800	rigidbody_481.pdb	0.740	0.060
8h3yE	twohit	u	flexref_98.pdb	0.760	rigidbody_650.pdb	0.640	0.120
8h3yE	twohit	u	flexref_155.pdb	0.880	rigidbody_601.pdb	0.760	0.120
8h3yE	twohit	u	flexref_40.pdb	0.800	rigidbody_637.pdb	0.740	0.060
8h3yE	twohit	u	flexref_103.pdb	0.800	rigidbody_515.pdb	0.740	0.060
8h3yE	twohit	u	flexref_128.pdb	0.760	rigidbody_537.pdb	0.740	0.020
8h3yE	twohit	u	flexref_80.pdb	0.840	rigidbody_476.pdb	0.740	0.100
8h3yE	twohit	u	flexref_153.pdb	0.880	rigidbody_583.pdb	0.760	0.120
8h3yE	twohit	u	flexref_95.pdb	0.820	rigidbody_545.pdb	0.740	0.080
8h3yE	twohit	u	flexref_132.pdb	0.800	rigidbody_468.pdb	0.740	0.060
8h3yE	twohit	u	flexref_127.pdb	0.840	rigidbody_557.pdb	0.740	0.100
8h3yE	twohit	u	flexref_42.pdb	0.800	rigidbody_491.pdb	0.740	0.060
8h3yE	twohit	u	flexref_96.pdb	0.840	rigidbody_391.pdb	0.720	0.120
8h3yE	twohit	u	flexref_108.pdb	0.780	rigidbody_511.pdb	0.720	0.060
8h3yE	twohit	u	flexref_113.pdb	0.840	rigidbody_654.pdb	0.740	0.100
8h3yE	twohit	u	flexref_107.pdb	0.840	rigidbody_630.pdb	0.720	0.120
8h3yE	twohit	u	flexref_49.pdb	0.780	rigidbody_473.pdb	0.740	0.040
8h3yE	twohit	u	flexref_25.pdb	0.800	rigidbody_428.pdb	0.740	0.060
8h3yE	twohit	u	flexref_48.pdb	0.760	rigidbody_527.pdb	0.720	0.040
8h3yE	twohit	u	flexref_44.pdb	0.760	rigidbody_486.pdb	0.760	0.000
8h3yE	twohit	u	flexref_100.pdb	0.860	rigidbody_497.pdb	0.740	0.120
8h3yE	twohit	u	flexref_90.pdb	0.820	rigidbody_341.pdb	0.760	0.060
8h3yE	twohit	u	flexref_27.pdb	0.840	rigidbody_623.pdb	0.760	0.080
8h3yE	twohit	u	flexref_77.pdb	0.780	rigidbody_452.pdb	0.760	0.020
8h3yE	twohit	u	flexref_191.pdb	0.440	rigidbody_666.pdb	0.300	0.140
8h3yE	twohit	u	flexref_4.pdb	0.780	rigidbody_563.pdb	0.740	0.040
8h3yE	twohit	u	flexref_106.pdb	0.700	rigidbody_403.pdb	0.720	-0.020
8h3yE	twohit	u	flexref_18.pdb	0.760	rigidbody_556.pdb	0.740	0.020
8h3yE	twohit	u	flexref_165.pdb	0.840	rigidbody_335.pdb	0.760	0.080
8h3yE	twohit	u	flexref_148.pdb	0.820	rigidbody_408.pdb	0.760	0.060
8h3yE	twohit	u	flexref_10.pdb	0.720	rigidbody_342.pdb	0.720	0.000
8h3yE	twohit	u	flexref_7.pdb	0.640	rigidbody_587.pdb	0.680	-0.040
8h3yE	twohit	u	flexref_52.pdb	0.840	rigidbody_422.pdb	0.760	0.080
8h3yE	twohit	u	flexref_54.pdb	0.800	rigidbody_504.pdb	0.740	0.060
8h3yE	twohit	u	flexref_24.pdb	0.760	rigidbody_522.pdb	0.740	0.020
8h3yE	twohit	u	flexref_140.pdb	0.820	rigidbody_494.pdb	0.720	0.100
8h3yE	twohit	u	flexref_29.pdb	0.780	rigidbody_580.pdb	0.720	0.060
8h3yE	twohit	u	flexref_57.pdb	0.760	rigidbody_433.pdb	0.760	0.000
8h3yE	twohit	u	flexref_116.pdb	0.760	rigidbody_638.pdb	0.740	0.020
8h3yE	twohit	u	flexref_31.pdb	0.660	rigidbody_594.pdb	0.740	-0.080
8h3yE	twohit	u	flexref_144.pdb	0.820	rigidbody_608.pdb	0.760	0.060
8h3yE	twohit	u	flexref_84.pdb	0.780	rigidbody_665.pdb	0.600	0.180
8h3yE	twohit	u	flexref_66.pdb	0.680	rigidbody_639.pdb	0.740	-0.060
8h3yE	twohit	u	flexref_118.pdb	0.780	rigidbody_448.pdb	0.760	0.020
8h3yE	twohit	u	flexref_70.pdb	0.840	rigidbody_535.pdb	0.720	0.120
8h3yE	twohit	u	flexref_2.pdb	0.720	rigidbody_517.pdb	0.740	-0.020
8h3yE	twohit	u	flexref_111.pdb	0.640	rigidbody_451.pdb	0.640	0.000
8h3yE	twohit	u	flexref_19.pdb	0.760	rigidbody_446.pdb	0.720	0.040
8h3yE	twohit	u	flexref_68.pdb	0.720	rigidbody_381.pdb	0.760	-0.040
8h3yE	twohit	u	flexref_85.pdb	0.760	rigidbody_571.pdb	0.720	0.040
8h3yE	twohit	u	flexref_35.pdb	0.780	rigidbody_399.pdb	0.740	0.040
8h3yE	twohit	u	flexref_13.pdb	0.660	rigidbody_441.pdb	0.720	-0.060
8h3yE	twohit	u	flexref_121.pdb	0.700	rigidbody_640.pdb	0.720	-0.020
8h3yE	twohit	u	flexref_102.pdb	0.800	rigidbody_653.pdb	0.760	0.040
8h3yE	twohit	u	flexref_76.pdb	0.840	rigidbody_502.pdb	0.740	0.100
8h3yE	twohit	u	flexref_33.pdb	0.580	rigidbody_337.pdb	0.760	-0.180
8h3yE	twohit	u	flexref_112.pdb	0.520	rigidbody_709.pdb	0.360	0.160
8h3yE	twohit	u	flexref_152.pdb	0.740	rigidbody_387.pdb	0.760	-0.020
8h3yE	twohit	u	flexref_8.pdb	0.620	rigidbody_493.pdb	0.740	-0.120
8h3yE	twohit	u	flexref_131.pdb	0.480	rigidbody_984.pdb	0.380	0.100
8h3yE	twohit	u	flexref_88.pdb	0.480	rigidbody_632.pdb	0.740	-0.260
8h3yE	twohit	u	flexref_171.pdb	0.480	rigidbody_871.pdb	0.360	0.120
8h3yE	twohit	u	flexref_156.pdb	0.420	rigidbody_350.pdb	0.300	0.120
8h3yE	twohit	u	flexref_97.pdb	0.700	rigidbody_576.pdb	0.760	-0.060
8h3yE	twohit	u	flexref_119.pdb	0.340	rigidbody_567.pdb	0.740	-0.400
8h3yE	twohit	u	flexref_114.pdb	0.720	rigidbody_622.pdb	0.760	-0.040
8h3yE	twohit	u	flexref_146.pdb	0.400	rigidbody_383.pdb	0.320	0.080
8h3yE	twohit	u	flexref_161.pdb	0.320	rigidbody_367.pdb	0.740	-0.420
8h3yE	real	u	flexref_182.pdb	0.820	rigidbody_379.pdb	0.620	0.200
8h3yE	real	u	flexref_73.pdb	0.820	rigidbody_573.pdb	0.760	0.060
8h3yE	real	u	flexref_110.pdb	0.880	rigidbody_398.pdb	0.760	0.120
8h3yE	real	u	flexref_4.pdb	0.820	rigidbody_549.pdb	0.760	0.060
8h3yE	real	u	flexref_200.pdb	0.820	rigidbody_527.pdb	0.760	0.060
8h3yE	real	u	flexref_9.pdb	0.820	rigidbody_339.pdb	0.760	0.060
8h3yE	real	u	flexref_142.pdb	0.820	rigidbody_591.pdb	0.760	0.060
8h3yE	real	u	flexref_133.pdb	0.840	rigidbody_337.pdb	0.760	0.080
8h3yE	real	u	flexref_162.pdb	0.860	rigidbody_386.pdb	0.760	0.100
8h3yE	real	u	flexref_51.pdb	0.800	rigidbody_504.pdb	0.760	0.040
8h3yE	real	u	flexref_59.pdb	0.800	rigidbody_558.pdb	0.760	0.040
8h3yE	real	u	flexref_52.pdb	0.800	rigidbody_450.pdb	0.760	0.040
8h3yE	real	u	flexref_148.pdb	0.820	rigidbody_508.pdb	0.760	0.060
8h3yE	real	u	flexref_140.pdb	0.800	rigidbody_579.pdb	0.760	0.040
8h3yE	real	u	flexref_121.pdb	0.840	rigidbody_639.pdb	0.760	0.080
8h3yE	real	u	flexref_68.pdb	0.820	rigidbody_548.pdb	0.760	0.060
8h3yE	real	u	flexref_175.pdb	0.820	rigidbody_425.pdb	0.760	0.060
8h3yE	real	u	flexref_49.pdb	0.820	rigidbody_523.pdb	0.760	0.060
8h3yE	real	u	flexref_21.pdb	0.820	rigidbody_645.pdb	0.760	0.060
8h3yE	real	u	flexref_93.pdb	0.840	rigidbody_513.pdb	0.640	0.200
8h3yE	real	u	flexref_65.pdb	0.840	rigidbody_350.pdb	0.760	0.080
8h3yE	real	u	flexref_88.pdb	0.820	rigidbody_359.pdb	0.720	0.100
8h3yE	real	u	flexref_6.pdb	0.800	rigidbody_442.pdb	0.740	0.060
8h3yE	real	u	flexref_152.pdb	0.780	rigidbody_604.pdb	0.740	0.040
8h3yE	real	u	flexref_26.pdb	0.840	rigidbody_436.pdb	0.760	0.080
8h3yE	real	u	flexref_29.pdb	0.780	rigidbody_534.pdb	0.740	0.040
8h3yE	real	u	flexref_69.pdb	0.820	rigidbody_627.pdb	0.760	0.060
8h3yE	real	u	flexref_45.pdb	0.880	rigidbody_601.pdb	0.760	0.120
8h3yE	real	u	flexref_20.pdb	0.820	rigidbody_631.pdb	0.760	0.060
8h3yE	real	u	flexref_41.pdb	0.820	rigidbody_446.pdb	0.760	0.060
8h3yE	real	u	flexref_12.pdb	0.760	rigidbody_460.pdb	0.720	0.040
8h3yE	real	u	flexref_145.pdb	0.820	rigidbody_657.pdb	0.760	0.060
8h3yE	real	u	flexref_79.pdb	0.840	rigidbody_340.pdb	0.760	0.080
8h3yE	real	u	flexref_62.pdb	0.840	rigidbody_490.pdb	0.760	0.080
8h3yE	real	u	flexref_67.pdb	0.820	rigidbody_654.pdb	0.760	0.060
8h3yE	real	u	flexref_13.pdb	0.780	rigidbody_452.pdb	0.720	0.060
8h3yE	real	u	flexref_149.pdb	0.800	rigidbody_473.pdb	0.760	0.040
8h3yE	real	u	flexref_72.pdb	0.780	rigidbody_555.pdb	0.740	0.040
8h3yE	real	u	flexref_85.pdb	0.800	rigidbody_461.pdb	0.760	0.040
8h3yE	real	u	flexref_192.pdb	0.840	rigidbody_454.pdb	0.760	0.080
8h3yE	real	u	flexref_113.pdb	0.780	rigidbody_483.pdb	0.760	0.020
8h3yE	real	u	flexref_103.pdb	0.860	rigidbody_656.pdb	0.760	0.100
8h3yE	real	u	flexref_75.pdb	0.820	rigidbody_583.pdb	0.760	0.060
8h3yE	real	u	flexref_114.pdb	0.840	rigidbody_422.pdb	0.760	0.080
8h3yE	real	u	flexref_22.pdb	0.760	rigidbody_411.pdb	0.720	0.040
8h3yE	real	u	flexref_179.pdb	0.820	rigidbody_613.pdb	0.760	0.060
8h3yE	real	u	flexref_107.pdb	0.820	rigidbody_640.pdb	0.760	0.060
8h3yE	real	u	flexref_19.pdb	0.780	rigidbody_491.pdb	0.740	0.040
8h3yE	real	u	flexref_8.pdb	0.860	rigidbody_547.pdb	0.740	0.120
8h3yE	real	u	flexref_37.pdb	0.820	rigidbody_666.pdb	0.760	0.060
8h3yE	real	u	flexref_40.pdb	0.780	rigidbody_514.pdb	0.760	0.020
8h3yE	real	u	flexref_95.pdb	0.680	rigidbody_622.pdb	0.480	0.200
8h3yE	real	u	flexref_180.pdb	0.840	rigidbody_345.pdb	0.720	0.120
8h3yE	real	u	flexref_90.pdb	0.780	rigidbody_343.pdb	0.760	0.020
8h3yE	real	u	flexref_47.pdb	0.820	rigidbody_406.pdb	0.760	0.060
8h3yE	real	u	flexref_156.pdb	0.820	rigidbody_571.pdb	0.760	0.060
8h3yE	real	u	flexref_32.pdb	0.720	rigidbody_655.pdb	0.760	-0.040
8h3yE	real	u	flexref_60.pdb	0.800	rigidbody_651.pdb	0.740	0.060
8h3yE	real	u	flexref_191.pdb	0.800	rigidbody_464.pdb	0.760	0.040
8h3yE	real	u	flexref_138.pdb	0.820	rigidbody_500.pdb	0.640	0.180
8h3yE	real	u	flexref_184.pdb	0.840	rigidbody_458.pdb	0.760	0.080
8h3yE	real	u	flexref_187.pdb	0.780	rigidbody_530.pdb	0.760	0.020
8h3yE	real	u	flexref_46.pdb	0.800	rigidbody_611.pdb	0.720	0.080
8h3yE	real	u	flexref_33.pdb	0.800	rigidbody_335.pdb	0.760	0.040
8h3yE	real	u	flexref_106.pdb	0.820	rigidbody_637.pdb	0.760	0.060
8h3yE	real	u	flexref_57.pdb	0.800	rigidbody_505.pdb	0.760	0.040
8h3yE	real	u	flexref_78.pdb	0.820	rigidbody_360.pdb	0.760	0.060
8h3yE	real	u	flexref_108.pdb	0.820	rigidbody_653.pdb	0.760	0.060
8h3yE	real	u	flexref_24.pdb	0.820	rigidbody_495.pdb	0.760	0.060
8h3yE	real	u	flexref_74.pdb	0.800	rigidbody_597.pdb	0.760	0.040
8h3yE	real	u	flexref_87.pdb	0.840	rigidbody_661.pdb	0.760	0.080
8h3yE	real	u	flexref_39.pdb	0.820	rigidbody_407.pdb	0.740	0.080
8h3yE	real	u	flexref_176.pdb	0.780	rigidbody_366.pdb	0.760	0.020
8h3yE	real	u	flexref_38.pdb	0.820	rigidbody_471.pdb	0.760	0.060
8h3yE	real	u	flexref_116.pdb	0.860	rigidbody_484.pdb	0.600	0.260
8h3yE	real	u	flexref_84.pdb	0.680	rigidbody_529.pdb	0.580	0.100
8h3yE	real	u	flexref_1.pdb	0.820	rigidbody_616.pdb	0.740	0.080
8h3yE	real	u	flexref_14.pdb	0.800	rigidbody_382.pdb	0.740	0.060
8h3yE	real	u	flexref_43.pdb	0.800	rigidbody_554.pdb	0.760	0.040
8h3yE	real	u	flexref_15.pdb	0.840	rigidbody_598.pdb	0.760	0.080
8h3yE	real	u	flexref_104.pdb	0.760	rigidbody_623.pdb	0.760	0.000
8h3yE	real	u	flexref_25.pdb	0.860	rigidbody_383.pdb	0.740	0.120
8h3yE	real	u	flexref_102.pdb	0.760	rigidbody_493.pdb	0.740	0.020
8h3yE	real	u	flexref_80.pdb	0.840	rigidbody_363.pdb	0.760	0.080
8h3yE	real	u	flexref_185.pdb	0.880	rigidbody_357.pdb	0.760	0.120
8h3yE	real	u	flexref_34.pdb	0.820	rigidbody_417.pdb	0.760	0.060
8h3yE	real	u	flexref_126.pdb	0.680	rigidbody_387.pdb	0.500	0.180
8h3yE	real	u	flexref_94.pdb	0.840	rigidbody_416.pdb	0.760	0.080
8h3yE	real	u	flexref_83.pdb	0.720	rigidbody_408.pdb	0.540	0.180
8h3yE	real	u	flexref_119.pdb	0.800	rigidbody_341.pdb	0.760	0.040
8h3yE	real	u	flexref_155.pdb	0.840	rigidbody_647.pdb	0.760	0.080
8h3yE	real	u	flexref_141.pdb	0.800	rigidbody_506.pdb	0.760	0.040
8h3yE	real	u	flexref_63.pdb	0.740	rigidbody_397.pdb	0.740	0.000
8h3yE	real	u	flexref_89.pdb	0.720	rigidbody_501.pdb	0.740	-0.020
8h3yE	real	u	flexref_127.pdb	0.800	rigidbody_401.pdb	0.760	0.040
8h3yE	real	u	flexref_17.pdb	0.760	rigidbody_403.pdb	0.720	0.040
8h3yE	real	u	flexref_7.pdb	0.800	rigidbody_358.pdb	0.760	0.040
8h3yE	real	u	flexref_165.pdb	0.800	rigidbody_561.pdb	0.760	0.040
8h3yE	real	u	flexref_61.pdb	0.780	rigidbody_538.pdb	0.760	0.020
8h3yE	real	u	flexref_56.pdb	0.780	rigidbody_510.pdb	0.760	0.020
8h3yE	real	u	flexref_27.pdb	0.840	rigidbody_606.pdb	0.760	0.080
8h3yE	real	u	flexref_173.pdb	0.780	rigidbody_569.pdb	0.760	0.020
8h3yE	real	u	flexref_198.pdb	0.860	rigidbody_619.pdb	0.760	0.100
8h3yE	real	u	flexref_18.pdb	0.740	rigidbody_372.pdb	0.700	0.040
8h3yE	real	u	flexref_42.pdb	0.820	rigidbody_368.pdb	0.760	0.060
8h3yE	real	u	flexref_53.pdb	0.760	rigidbody_563.pdb	0.760	0.000
8h3yE	real	u	flexref_174.pdb	0.400	rigidbody_456.pdb	0.300	0.100
8h3yE	real	u	flexref_124.pdb	0.780	rigidbody_503.pdb	0.720	0.060
8h3yE	real	u	flexref_157.pdb	0.780	rigidbody_540.pdb	0.760	0.020
8h3yE	real	u	flexref_55.pdb	0.760	rigidbody_480.pdb	0.740	0.020
8h3yE	real	u	flexref_16.pdb	0.740	rigidbody_431.pdb	0.760	-0.020
8h3yE	real	u	flexref_120.pdb	0.740	rigidbody_575.pdb	0.760	-0.020
8h3yE	real	u	flexref_36.pdb	0.820	rigidbody_418.pdb	0.720	0.100
8h3yE	real	u	flexref_111.pdb	0.760	rigidbody_578.pdb	0.720	0.040
8h3yE	real	u	flexref_125.pdb	0.800	rigidbody_512.pdb	0.760	0.040
8h3yE	real	u	flexref_100.pdb	0.720	rigidbody_467.pdb	0.720	0.000
8h3yE	real	u	flexref_44.pdb	0.840	rigidbody_432.pdb	0.760	0.080
8h3yE	real	u	flexref_130.pdb	0.820	rigidbody_537.pdb	0.740	0.080
8h3yE	real	u	flexref_117.pdb	0.740	rigidbody_402.pdb	0.760	-0.020
8h3yE	real	u	flexref_77.pdb	0.740	rigidbody_646.pdb	0.760	-0.020
8h3yE	real	u	flexref_97.pdb	0.780	rigidbody_526.pdb	0.760	0.020
8h3yE	real	u	flexref_58.pdb	0.800	rigidbody_539.pdb	0.760	0.040
8h3yE	real	u	flexref_146.pdb	0.740	rigidbody_618.pdb	0.720	0.020
8h3yE	real	u	flexref_10.pdb	0.800	rigidbody_378.pdb	0.760	0.040
8h3yE	real	u	flexref_164.pdb	0.800	rigidbody_380.pdb	0.760	0.040
8h3yE	real	u	flexref_170.pdb	0.660	rigidbody_570.pdb	0.540	0.120
8h3yE	real	u	flexref_35.pdb	0.760	rigidbody_475.pdb	0.760	0.000
8h3yE	real	u	flexref_23.pdb	0.780	rigidbody_586.pdb	0.740	0.040
8h3yE	real	u	flexref_11.pdb	0.740	rigidbody_660.pdb	0.760	-0.020
8h3yE	real	u	flexref_30.pdb	0.800	rigidbody_625.pdb	0.760	0.040
8h3yE	real	u	flexref_2.pdb	0.800	rigidbody_465.pdb	0.760	0.040
8h3yE	real	u	flexref_31.pdb	0.800	rigidbody_572.pdb	0.760	0.040
8h3yE	real	u	flexref_28.pdb	0.720	rigidbody_393.pdb	0.720	0.000
8h3yE	real	u	flexref_139.pdb	0.460	rigidbody_732.pdb	0.380	0.080
8h3yE	real	u	flexref_134.pdb	0.780	rigidbody_477.pdb	0.740	0.040
8h3yE	real	u	flexref_158.pdb	0.400	rigidbody_800.pdb	0.360	0.040
8h3yE	real	u	flexref_163.pdb	0.760	rigidbody_356.pdb	0.760	0.000
8h3yE	real	u	flexref_193.pdb	0.500	rigidbody_848.pdb	0.360	0.140
8h3yE	real	u	flexref_70.pdb	0.740	rigidbody_457.pdb	0.760	-0.020
8h3yE	real	u	flexref_3.pdb	0.680	rigidbody_635.pdb	0.740	-0.060
8h3yE	real	u	flexref_147.pdb	0.500	rigidbody_860.pdb	0.380	0.120
8h3yE	real	u	flexref_197.pdb	0.700	rigidbody_610.pdb	0.740	-0.040
8h3yE	real	u	flexref_131.pdb	0.700	rigidbody_487.pdb	0.760	-0.060
8h3yE	real	u	flexref_48.pdb	0.780	rigidbody_559.pdb	0.760	0.020
8h3yE	real	u	flexref_144.pdb	0.720	rigidbody_551.pdb	0.700	0.020
8h3yE	real	u	flexref_101.pdb	0.600	rigidbody_509.pdb	0.540	0.060
8h3yE	real	u	flexref_183.pdb	0.440	rigidbody_724.pdb	0.380	0.060
8h3yE	real	u	flexref_189.pdb	0.500	rigidbody_991.pdb	0.360	0.140
8h3yE	real	u	flexref_99.pdb	0.700	rigidbody_536.pdb	0.760	-0.060
8h3yE	real	u	flexref_64.pdb	0.540	rigidbody_334.pdb	0.560	-0.020
8h3yE	real	u	flexref_82.pdb	0.480	rigidbody_807.pdb	0.400	0.080
8h3yE	real	u	flexref_169.pdb	0.480	rigidbody_728.pdb	0.400	0.080
8h3yE	real	u	flexref_81.pdb	0.500	rigidbody_806.pdb	0.380	0.120
8h3yE	real	u	flexref_153.pdb	0.460	rigidbody_377.pdb	0.360	0.100
8h3yE	real	u	flexref_194.pdb	0.400	rigidbody_988.pdb	0.380	0.020
8h3yE	real	u	flexref_105.pdb	0.400	rigidbody_883.pdb	0.380	0.020
8h3yE	real	u	flexref_178.pdb	0.560	rigidbody_588.pdb	0.400	0.160
8h3yE	real	u	flexref_143.pdb	0.480	rigidbody_850.pdb	0.380	0.100
8h3yE	real	u	flexref_199.pdb	0.480	rigidbody_902.pdb	0.420	0.060
8h3yE	real	u	flexref_150.pdb	0.660	rigidbody_405.pdb	0.760	-0.100
8h3yE	real	u	flexref_123.pdb	0.340	rigidbody_685.pdb	0.340	0.000
8h3yE	real	u	flexref_190.pdb	0.480	rigidbody_815.pdb	0.380	0.100
8h3yE	real	u	flexref_54.pdb	0.420	rigidbody_884.pdb	0.360	0.060
8h3yE	real	u	flexref_166.pdb	0.480	rigidbody_831.pdb	0.380	0.100
8h3yE	real	u	flexref_136.pdb	0.520	rigidbody_699.pdb	0.380	0.140
8h3yE	real	u	flexref_98.pdb	0.360	rigidbody_976.pdb	0.380	-0.020
8h3yE	real	b	flexref_90.pdb	0.900	rigidbody_605.pdb	0.680	0.220
8h3yE	real	b	flexref_95.pdb	0.920	rigidbody_382.pdb	0.680	0.240
8h3yE	real	b	flexref_173.pdb	0.920	rigidbody_554.pdb	0.680	0.240
8h3yE	real	b	flexref_96.pdb	0.880	rigidbody_539.pdb	0.680	0.200
8h3yE	real	b	flexref_54.pdb	0.820	rigidbody_442.pdb	0.680	0.140
8h3yE	real	b	flexref_149.pdb	0.880	rigidbody_436.pdb	0.680	0.200
8h3yE	real	b	flexref_102.pdb	0.880	rigidbody_550.pdb	0.680	0.200
8h3yE	real	b	flexref_192.pdb	0.940	rigidbody_475.pdb	0.680	0.260
8h3yE	real	b	flexref_127.pdb	0.860	rigidbody_628.pdb	0.680	0.180
8h3yE	real	b	flexref_145.pdb	0.880	rigidbody_427.pdb	0.680	0.200
8h3yE	real	b	flexref_109.pdb	0.860	rigidbody_401.pdb	0.660	0.200
8h3yE	real	b	flexref_171.pdb	0.880	rigidbody_416.pdb	0.680	0.200
8h3yE	real	b	flexref_62.pdb	0.860	rigidbody_520.pdb	0.680	0.180
8h3yE	real	b	flexref_190.pdb	0.880	rigidbody_657.pdb	0.660	0.220
8h3yE	real	b	flexref_35.pdb	0.840	rigidbody_631.pdb	0.680	0.160
8h3yE	real	b	flexref_83.pdb	0.900	rigidbody_439.pdb	0.680	0.220
8h3yE	real	b	flexref_44.pdb	0.820	rigidbody_637.pdb	0.680	0.140
8h3yE	real	b	flexref_140.pdb	0.880	rigidbody_514.pdb	0.680	0.200
8h3yE	real	b	flexref_132.pdb	0.900	rigidbody_378.pdb	0.660	0.240
8h3yE	real	b	flexref_189.pdb	0.880	rigidbody_341.pdb	0.680	0.200
8h3yE	real	b	flexref_179.pdb	0.840	rigidbody_506.pdb	0.680	0.160
8h3yE	real	b	flexref_148.pdb	0.880	rigidbody_535.pdb	0.640	0.240
8h3yE	real	b	flexref_111.pdb	0.900	rigidbody_424.pdb	0.680	0.220
8h3yE	real	b	flexref_169.pdb	0.900	rigidbody_547.pdb	0.620	0.280
8h3yE	real	b	flexref_80.pdb	0.860	rigidbody_360.pdb	0.680	0.180
8h3yE	real	b	flexref_150.pdb	0.860	rigidbody_587.pdb	0.680	0.180
